job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
436,Salazar-Clark,Retail,Quant Researcher,"Reinforcement Learning, AWS, Azure, Pandas, Keras, Power BI",Entry,Full-time,"New Samanthaport, MC",72489-167549,21-03-2024,Mid,"TensorFlow, BigQuery"
437,Jones-Simpson,E-commerce,Computer Vision Engineer,"TensorFlow, CUDA, MLflow",Senior,Internship,"Charlottechester, BZ",140658-230833,08-11-2023,Mid,"TensorFlow, BigQuery"
438,Johnson-Jackson,Finance,Data Scientist,"R, MLflow, Reinforcement Learning, Azure",Entry,Remote,"Lake Meganborough, MX",130536-167334,06-07-2025,Large,"TensorFlow, KDB+"
439,Lane-Rodriguez,Finance,Quant Researcher,"Scikit-learn, Excel, Azure, Flask, Hugging Face, Pandas",Senior,Full-time,"South Katherine, DE",81950-133686,30-03-2024,Startup,"PyTorch, LangChain, KDB+"
440,"Jones, Thompson and Gomez",Education,Quant Researcher,"Power BI, Hugging Face, GCP",Senior,Contract,"West Gregorychester, ET",134169-173479,04-05-2024,Large,Scikit-learn
441,"Ho, Mitchell and King",Automotive,ML Engineer,"NumPy, LangChain, R, Scikit-learn",Senior,Contract,"Port Carolineside, SG",40824-92636,16-03-2025,Large,TensorFlow
442,Mathis-Davila,Tech,Quant Researcher,"SQL, Hugging Face, Keras, AWS, MLflow, R",Mid,Internship,"West Bethchester, HR",94799-136985,13-10-2024,Startup,"LangChain, PyTorch, FastAPI"
443,Perez-Hawkins,Automotive,Computer Vision Engineer,"Pandas, Hugging Face, Keras",Mid,Internship,"New Frederickstad, NA",83771-94234,28-07-2025,Large,FastAPI
444,"Perez, Butler and Carroll",E-commerce,ML Engineer,"Excel, Hugging Face, SQL, Azure",Entry,Contract,"Lauraland, KZ",115058-174712,29-04-2025,Mid,KDB+
445,Ford PLC,E-commerce,Computer Vision Engineer,"FastAPI, Scikit-learn, Pandas, NumPy, Excel, CUDA",Mid,Contract,"East Robert, RS",119046-198687,07-02-2025,Mid,"Scikit-learn, KDB+, MLflow"
446,Rivera Ltd,Retail,Computer Vision Engineer,"Python, PyTorch, Keras, Power BI, Reinforcement Learning",Senior,Remote,"West Bonnieville, CA",76496-169636,16-03-2024,Startup,BigQuery
447,Thompson-White,E-commerce,Computer Vision Engineer,"LangChain, TensorFlow, Pandas, Flask",Senior,Remote,"Coryfurt, KG",114726-166530,02-01-2025,Large,"FastAPI, MLflow"
448,"Johnson, Foster and Martin",Education,NLP Engineer,"MLflow, CUDA, Power BI, FastAPI",Mid,Remote,"Smithfurt, SB",87007-185082,22-10-2023,Startup,"FastAPI, BigQuery"
449,Solomon-Hartman,Finance,Data Analyst,"Pandas, Azure, Keras, PyTorch, AWS, Hugging Face",Mid,Remote,"West Christopherfort, GM",101003-168211,24-08-2024,Startup,"BigQuery, KDB+"
450,"Kelley, Adams and Robertson",Automotive,ML Engineer,"Hugging Face, SQL, TensorFlow",Entry,Full-time,"Port James, LY",123063-188735,13-08-2024,Mid,"Scikit-learn, BigQuery"
451,Johnson-Cabrera,Healthcare,ML Engineer,"TensorFlow, PyTorch, FastAPI, Hugging Face, LangChain, AWS",Senior,Contract,"South Bryanberg, GD",43723-55609,12-05-2024,Large,"TensorFlow, PyTorch, LangChain"
452,"Love, Liu and Flynn",Tech,Quant Researcher,"Excel, LangChain, MLflow, CUDA, Reinforcement Learning",Entry,Full-time,"Matthewshire, FR",62280-142270,25-03-2025,Startup,MLflow
453,Mcdonald and Sons,Retail,Quant Researcher,"TensorFlow, AWS, Azure",Senior,Remote,"Villanuevaberg, KM",122800-196570,01-05-2025,Large,"FastAPI, LangChain, PyTorch"
454,Le Ltd,Finance,AI Product Manager,"R, TensorFlow, C++, Hugging Face, SQL, Flask",Entry,Internship,"South Ginachester, TV",109750-192019,08-03-2024,Large,"KDB+, BigQuery"
455,Larson-Moss,Healthcare,AI Product Manager,"C++, Reinforcement Learning, NumPy, LangChain",Mid,Internship,"South Williamfurt, BB",92256-151389,13-10-2023,Large,FastAPI
456,"Farmer, Thompson and Smith",Healthcare,ML Engineer,"Flask, SQL, PyTorch, C++, TensorFlow",Mid,Full-time,"New Daniel, KP",62733-72920,30-12-2023,Large,KDB+
457,Burns-Davis,Healthcare,NLP Engineer,"Python, AWS, NumPy, Power BI, Hugging Face",Senior,Internship,"Nicholasshire, PH",44536-65243,03-01-2024,Large,"FastAPI, LangChain"
458,Scott-Hernandez,Retail,ML Engineer,"CUDA, Keras, TensorFlow, Scikit-learn",Senior,Full-time,"Freemanland, GD",117848-182284,31-03-2025,Startup,BigQuery
459,Lozano-Valencia,E-commerce,Data Scientist,"LangChain, AWS, Scikit-learn, Flask",Entry,Internship,"Kelseybury, US",126486-160422,22-03-2024,Startup,"BigQuery, KDB+"
460,Watkins-Pearson,Finance,Quant Researcher,"R, SQL, Hugging Face, Keras, Pandas",Mid,Remote,"East Rhondaview, IL",47182-68293,04-09-2024,Large,"TensorFlow, BigQuery, LangChain"
461,Lewis Inc,Finance,Data Scientist,"Hugging Face, Pandas, PyTorch, SQL, R, Excel",Senior,Full-time,"Lake Anthony, MN",61782-111016,15-02-2024,Startup,"LangChain, TensorFlow"
462,"Moreno, Salazar and Sexton",Finance,Data Scientist,"Power BI, Hugging Face, TensorFlow",Mid,Full-time,"North Johnstad, TZ",80727-158409,29-01-2025,Startup,"MLflow, Scikit-learn"
463,Lopez Ltd,Tech,AI Researcher,"Power BI, R, GCP",Entry,Full-time,"East Deborahshire, DZ",114829-163954,19-05-2025,Mid,PyTorch
464,Orozco-Tran,Retail,Quant Researcher,"Reinforcement Learning, Excel, TensorFlow, AWS, C++",Mid,Internship,"Kevinton, ZW",144070-166802,09-01-2024,Large,"KDB+, MLflow, TensorFlow"
465,Allen-Miller,Education,AI Researcher,"Hugging Face, Power BI, SQL, Pandas, Reinforcement Learning",Senior,Contract,"Elijahshire, BJ",52942-108682,06-08-2025,Large,Scikit-learn
466,"Ray, Phillips and Kim",Automotive,NLP Engineer,"PyTorch, Reinforcement Learning, R, NumPy",Mid,Internship,"West Shellymouth, TG",113035-170507,08-07-2024,Startup,"FastAPI, PyTorch"
467,Rodriguez-Williams,Automotive,Data Scientist,"MLflow, C++, SQL",Mid,Internship,"New Jenniferfort, YE",132860-175653,16-11-2024,Startup,MLflow
468,Randall-Sanchez,Tech,Data Scientist,"MLflow, Azure, GCP, Flask, AWS",Mid,Contract,"West Julieland, CO",117504-216279,26-12-2024,Mid,LangChain
469,"Mendoza, Chung and Burnett",E-commerce,Computer Vision Engineer,"Python, PyTorch, R, LangChain",Mid,Remote,"New Jacob, KG",119974-214225,20-09-2024,Large,TensorFlow
470,Odom PLC,Healthcare,NLP Engineer,"TensorFlow, Python, CUDA",Senior,Contract,"South Jacobshire, BE",89679-162956,09-07-2025,Mid,"PyTorch, MLflow"
471,"Miller, Jimenez and Walker",Education,Computer Vision Engineer,"C++, Pandas, Hugging Face, SQL, LangChain, Python",Senior,Internship,"Lake Patriciaview, LY",92350-190209,29-09-2024,Mid,MLflow
472,Valdez-Williams,Automotive,ML Engineer,"NumPy, AWS, Excel",Mid,Contract,"Port Charles, BE",100745-156193,19-05-2024,Large,TensorFlow
473,"Rodriguez, West and Erickson",Tech,ML Engineer,"PyTorch, Reinforcement Learning, FastAPI, R, C++",Entry,Full-time,"Lake Joshuastad, QA",144980-238642,01-05-2024,Startup,BigQuery
474,Church-Young,Automotive,Data Analyst,"Keras, LangChain, CUDA",Mid,Contract,"West Paulshire, PE",43750-143665,17-05-2025,Startup,"FastAPI, Scikit-learn, TensorFlow"
475,Ramirez PLC,Healthcare,AI Researcher,"GCP, PyTorch, Flask",Entry,Full-time,"East Jason, IL",123991-140802,14-02-2024,Mid,"MLflow, KDB+, LangChain"
476,Simmons PLC,Automotive,AI Researcher,"AWS, Excel, R",Entry,Internship,"Peterland, IL",82447-99125,18-02-2024,Mid,MLflow
477,"Miller, Simmons and Johnson",Healthcare,Computer Vision Engineer,"FastAPI, LangChain, SQL, TensorFlow, R",Mid,Remote,"Obrienshire, UZ",40493-78657,11-04-2024,Startup,BigQuery
478,"Stevens, Ball and Tyler",Automotive,Data Analyst,"Keras, LangChain, R, MLflow, Azure, TensorFlow",Senior,Remote,"Dennischester, BH",123525-145590,19-08-2024,Mid,"TensorFlow, BigQuery, LangChain"
479,"Hunt, Scott and Schneider",Retail,Quant Researcher,"SQL, R, Keras",Mid,Remote,"Jessicaside, CH",48593-83543,12-10-2024,Large,"KDB+, MLflow"
480,"Wright, Diaz and Rosario",Education,AI Product Manager,"Power BI, CUDA, Scikit-learn",Entry,Remote,"East Bernardfurt, CY",84439-138226,13-03-2025,Startup,"MLflow, PyTorch"
481,"Dean, Reid and Johnson",Finance,AI Researcher,"AWS, CUDA, GCP, Scikit-learn, Azure",Mid,Internship,"Santostown, TL",132748-206860,17-07-2024,Large,"Scikit-learn, KDB+"
482,"Rose, Simon and Cruz",Education,Quant Researcher,"SQL, Hugging Face, Azure, C++, Keras, Flask",Senior,Contract,"Haasview, PY",127247-153167,01-09-2025,Mid,KDB+
483,Russo Inc,Automotive,Quant Researcher,"Excel, Power BI, GCP, CUDA, PyTorch, Keras",Mid,Contract,"Munozside, MA",72261-141735,21-08-2025,Mid,Scikit-learn
484,"Short, Hodge and Castillo",Tech,Data Analyst,"Keras, C++, Scikit-learn, Flask, PyTorch, Pandas",Mid,Internship,"Lake Jasonville, LV",129504-207322,01-02-2024,Mid,"MLflow, PyTorch"
485,Bauer Group,E-commerce,AI Product Manager,"TensorFlow, Power BI, Reinforcement Learning, NumPy, CUDA, Excel",Mid,Remote,"South Jaredview, PW",116697-174967,02-02-2024,Startup,"LangChain, Scikit-learn, FastAPI"
486,Petty PLC,Retail,Computer Vision Engineer,"Python, Azure, R, TensorFlow, GCP",Entry,Remote,"Castrobury, ES",46832-131794,18-07-2024,Startup,"MLflow, BigQuery, Scikit-learn"
487,Stuart and Sons,Healthcare,Data Scientist,"Hugging Face, C++, PyTorch, Reinforcement Learning, TensorFlow",Mid,Internship,"Lake Randychester, TR",135983-151535,04-03-2025,Large,"PyTorch, BigQuery"
488,"Barker, Monroe and Ortega",Education,AI Product Manager,"Reinforcement Learning, GCP, NumPy",Senior,Full-time,"Robertsonfort, MU",86380-119826,27-11-2023,Startup,"Scikit-learn, TensorFlow, BigQuery"
489,Chambers-Santiago,Finance,AI Product Manager,"Reinforcement Learning, NumPy, Scikit-learn",Entry,Contract,"Halefurt, JO",97354-192951,17-10-2023,Startup,"LangChain, BigQuery"
490,Nolan-Brown,E-commerce,Quant Researcher,"PyTorch, Hugging Face, GCP, Flask",Mid,Full-time,"Karenville, GA",130041-148947,16-06-2024,Large,Scikit-learn
491,"Cox, Fitzgerald and Wong",Finance,Data Scientist,"R, FastAPI, AWS",Mid,Internship,"Davidtown, ID",98664-190980,29-09-2023,Large,"PyTorch, LangChain"
492,Zhang-Williams,Automotive,Data Analyst,"MLflow, CUDA, C++",Entry,Contract,"East Henryfort, CA",112236-163663,09-11-2024,Large,"LangChain, TensorFlow"
493,Henry-Grimes,Education,Data Scientist,"CUDA, AWS, NumPy, Azure, Power BI",Entry,Remote,"Port Biancachester, DE",89452-161968,16-10-2023,Large,"TensorFlow, Scikit-learn, FastAPI"
494,"Garcia, Lowery and Alexander",Finance,AI Researcher,"Keras, NumPy, Python, AWS, Flask, Azure",Mid,Remote,"East Kennethfurt, MT",41836-115821,04-01-2024,Large,"Scikit-learn, LangChain"
495,Turner PLC,Healthcare,Quant Researcher,"Azure, Flask, MLflow, GCP",Senior,Full-time,"East Sandrabury, TL",80778-94197,08-03-2025,Large,"PyTorch, KDB+"
496,Davis LLC,Tech,AI Product Manager,"FastAPI, CUDA, R",Entry,Remote,"Sarahburgh, VA",68580-87181,21-07-2025,Mid,KDB+
497,Foster-Stephens,Education,Data Scientist,"AWS, CUDA, MLflow, Python",Senior,Internship,"Robinsonport, IQ",41323-86336,10-08-2025,Mid,"KDB+, PyTorch, FastAPI"
498,"Ho, Scott and Martinez",Education,AI Product Manager,"Flask, SQL, PyTorch, Azure, AWS",Senior,Full-time,"Lyonsland, MK",127995-170331,24-04-2025,Startup,LangChain
499,Green PLC,Retail,Computer Vision Engineer,"C++, SQL, Python, MLflow, Power BI, FastAPI",Mid,Remote,"Gutierrezport, NO",91343-143899,27-03-2025,Large,LangChain
500,Hudson Group,E-commerce,Computer Vision Engineer,"CUDA, SQL, Keras, C++",Mid,Remote,"New Shawnberg, SE",58872-121321,16-05-2024,Mid,"FastAPI, Scikit-learn, TensorFlow"
501,"Pham, Mathews and Gray",Automotive,AI Product Manager,"MLflow, TensorFlow, NumPy, Pandas",Mid,Remote,"South Crystalshire, FR",59652-117331,30-10-2023,Large,TensorFlow
502,"Saunders, Howell and Martinez",Healthcare,Computer Vision Engineer,"TensorFlow, NumPy, Pandas, PyTorch, Azure",Senior,Full-time,"West Wandaside, KE",64588-93067,14-08-2024,Mid,"KDB+, FastAPI, Scikit-learn"
503,King LLC,Automotive,Computer Vision Engineer,"FastAPI, Keras, CUDA, PyTorch, LangChain",Senior,Internship,"Ruizton, CI",62963-73964,28-11-2024,Startup,"BigQuery, MLflow"
504,Anthony Group,Tech,NLP Engineer,"PyTorch, Azure, Reinforcement Learning, TensorFlow, Pandas, FastAPI",Mid,Contract,"Lisaborough, MG",147083-198629,17-04-2025,Large,PyTorch
505,"Kim, Peterson and Schaefer",Automotive,AI Researcher,"GCP, MLflow, PyTorch",Entry,Contract,"Ericksonport, NZ",124727-213590,02-07-2025,Large,"PyTorch, MLflow, LangChain"
506,Parrish-Small,Retail,NLP Engineer,"Python, Flask, LangChain, AWS, Keras",Senior,Contract,"Perryland, MA",103756-181213,05-08-2025,Startup,"FastAPI, Scikit-learn, PyTorch"
507,"Shaw, Myers and Smith",Finance,Data Scientist,"Azure, TensorFlow, C++",Mid,Full-time,"Brookeport, TV",97542-184959,21-05-2024,Startup,TensorFlow
508,Smith-Huynh,Automotive,ML Engineer,"Scikit-learn, Hugging Face, TensorFlow",Entry,Contract,"South Dawnfort, AE",80381-97901,21-09-2024,Startup,"TensorFlow, BigQuery"
509,Cardenas-Williams,Education,Data Scientist,"Python, Azure, Reinforcement Learning, LangChain, AWS, Hugging Face",Senior,Remote,"West Michael, PW",147604-186982,20-12-2024,Startup,"LangChain, TensorFlow, KDB+"
510,Davis Inc,Healthcare,Data Analyst,"MLflow, Python, TensorFlow, LangChain",Entry,Full-time,"Taylorland, PL",56981-90644,27-12-2024,Mid,"TensorFlow, PyTorch, KDB+"
511,Davis-Hudson,Retail,Data Analyst,"GCP, Scikit-learn, Flask, AWS, Excel, Power BI",Entry,Remote,"South Thomasview, BR",116148-184483,13-08-2025,Startup,PyTorch
512,"Mcdonald, Carey and Cruz",Healthcare,AI Researcher,"TensorFlow, R, FastAPI, Pandas, Power BI",Mid,Contract,"Kingburgh, ER",49163-80743,23-09-2023,Large,"MLflow, Scikit-learn"
513,Williams LLC,Healthcare,AI Product Manager,"Python, Hugging Face, Scikit-learn, GCP",Entry,Contract,"Jeremytown, GQ",51721-118914,04-01-2025,Large,"MLflow, KDB+"
514,Cooper PLC,Education,Quant Researcher,"Azure, Pandas, TensorFlow, AWS",Mid,Remote,"Michaelbury, FM",143486-177073,27-06-2024,Large,"BigQuery, Scikit-learn, PyTorch"
515,"Graham, Ramirez and Haas",Automotive,Data Analyst,"R, Reinforcement Learning, Scikit-learn, PyTorch, GCP",Entry,Remote,"East Tammy, SY",141494-226122,08-10-2024,Mid,"BigQuery, TensorFlow, FastAPI"
516,"Lowe, Schmidt and Harris",Tech,NLP Engineer,"Excel, Hugging Face, AWS, TensorFlow, R, Power BI",Entry,Contract,"Dannyborough, MA",40667-138793,22-07-2025,Mid,TensorFlow
517,"Kemp, Young and Stewart",E-commerce,Computer Vision Engineer,"Python, Pandas, Excel, TensorFlow, Azure",Entry,Remote,"Tracyborough, CZ",45587-114965,08-05-2024,Startup,"TensorFlow, PyTorch"
518,"Hodges, Allen and Washington",Automotive,Data Analyst,"PyTorch, Pandas, Reinforcement Learning",Mid,Contract,"Davidside, JO",50145-64920,03-05-2024,Mid,KDB+
519,Blair PLC,E-commerce,Data Analyst,"NumPy, Keras, PyTorch, TensorFlow, Flask, Excel",Senior,Contract,"Hernandezshire, LU",125963-141117,06-11-2024,Large,"FastAPI, PyTorch, BigQuery"
520,"Cruz, Patrick and King",E-commerce,AI Researcher,"R, TensorFlow, AWS",Mid,Remote,"Walshstad, KG",117682-149820,26-04-2025,Startup,"PyTorch, KDB+"
521,"Rivers, Jones and Cameron",E-commerce,ML Engineer,"SQL, NumPy, Scikit-learn",Entry,Full-time,"Nelsonchester, NE",108359-163658,02-11-2024,Large,"TensorFlow, LangChain"
522,Lindsey-Chan,Finance,AI Product Manager,"MLflow, Flask, Keras, Scikit-learn, LangChain",Entry,Contract,"Albertport, RW",46169-74675,18-07-2024,Mid,TensorFlow
523,Hess Inc,Healthcare,Data Analyst,"FastAPI, Excel, PyTorch, Flask, Reinforcement Learning",Mid,Remote,"East Kathrynchester, FJ",109531-131253,26-08-2024,Mid,"BigQuery, PyTorch, FastAPI"
524,Williams Ltd,Retail,ML Engineer,"Hugging Face, GCP, Scikit-learn",Entry,Contract,"Lake Patrick, ST",146291-220807,27-02-2024,Mid,"Scikit-learn, PyTorch, LangChain"
525,"Moore, Fields and Valdez",Tech,AI Product Manager,"SQL, Python, Excel, Flask",Entry,Contract,"Marcusstad, GT",60309-116090,31-08-2025,Mid,"TensorFlow, KDB+, BigQuery"
526,Todd-Wright,Automotive,Data Scientist,"SQL, Keras, Pandas, GCP",Senior,Contract,"Port Thomas, IQ",135243-196909,12-03-2024,Startup,"FastAPI, KDB+"
527,Morrison and Sons,E-commerce,ML Engineer,"CUDA, Power BI, AWS, FastAPI, C++",Senior,Internship,"Richardfurt, JM",141909-166648,04-11-2024,Mid,TensorFlow
528,"Barrett, Bennett and Stokes",Education,ML Engineer,"C++, CUDA, Azure",Entry,Remote,"New John, JP",110795-199925,22-03-2025,Startup,"LangChain, MLflow"
529,"Jefferson, Orr and Gonzalez",Retail,NLP Engineer,"LangChain, GCP, Reinforcement Learning, Excel, FastAPI, Power BI",Mid,Remote,"Lake Matthewhaven, RO",97755-118149,24-01-2024,Large,"KDB+, PyTorch"
530,"Davis, Chambers and Lee",Healthcare,Data Analyst,"Excel, Power BI, PyTorch, Hugging Face, R",Senior,Remote,"Davidton, VN",141037-189383,02-02-2024,Mid,"Scikit-learn, BigQuery, MLflow"
531,Guerra-Hall,Healthcare,AI Product Manager,"GCP, Reinforcement Learning, Keras, Pandas",Mid,Remote,"New Ronald, PA",128537-188005,24-09-2024,Mid,FastAPI
532,Brooks Ltd,Healthcare,AI Product Manager,"Keras, FastAPI, C++, Hugging Face",Senior,Full-time,"West Elizabeth, DE",56606-106301,05-02-2025,Mid,"Scikit-learn, PyTorch"
533,"Nolan, Jones and Nelson",Tech,ML Engineer,"Python, PyTorch, SQL, FastAPI",Mid,Contract,"Hillfurt, BO",54795-115927,05-12-2023,Startup,"MLflow, FastAPI, Scikit-learn"
534,"Davidson, Walsh and Meyers",Finance,Data Analyst,"Keras, Python, Hugging Face, Flask",Senior,Internship,"Susanfort, IQ",68706-105919,06-06-2024,Mid,"TensorFlow, FastAPI"
535,Burgess-Barrera,Finance,NLP Engineer,"Hugging Face, Azure, PyTorch, GCP",Senior,Contract,"Leebury, SC",107190-142210,13-09-2025,Large,FastAPI
536,Anderson LLC,Healthcare,ML Engineer,"TensorFlow, LangChain, Keras, Scikit-learn, Excel, C++",Entry,Contract,"South Briannafort, MZ",65172-119584,22-01-2024,Mid,MLflow
537,"Cameron, Carter and Smith",Healthcare,AI Researcher,"Scikit-learn, Azure, GCP",Mid,Full-time,"Blakebury, CL",58475-150927,18-06-2025,Large,"PyTorch, MLflow"
538,Christensen LLC,Finance,AI Product Manager,"FastAPI, TensorFlow, Keras",Entry,Contract,"New Codystad, HU",89065-169950,02-08-2024,Large,MLflow
539,Clark-Dennis,Finance,NLP Engineer,"R, NumPy, Scikit-learn",Mid,Remote,"North Brianhaven, IT",140046-166454,08-08-2024,Mid,"BigQuery, PyTorch"
540,Obrien and Sons,Automotive,AI Researcher,"Python, MLflow, SQL",Mid,Internship,"North Joannaberg, VC",50054-60639,30-06-2024,Large,"Scikit-learn, MLflow, FastAPI"
541,Gomez PLC,E-commerce,ML Engineer,"R, Scikit-learn, Power BI",Senior,Internship,"Stevenshire, BE",84367-161104,05-04-2025,Startup,MLflow
542,Rogers-Shaw,E-commerce,ML Engineer,"Pandas, LangChain, Python, Keras",Senior,Internship,"Ginafurt, PW",106747-192008,13-01-2025,Startup,"KDB+, Scikit-learn, TensorFlow"
543,Gardner-Murphy,Education,NLP Engineer,"Hugging Face, R, Azure, Power BI, Excel",Senior,Full-time,"Phillipsmouth, BE",134658-192987,16-01-2024,Mid,"LangChain, FastAPI"
544,"Brooks, Morales and Parker",Automotive,Quant Researcher,"Pandas, FastAPI, Hugging Face, PyTorch, Power BI",Senior,Full-time,"South Chelseamouth, MR",67982-80867,25-08-2024,Startup,LangChain
545,"Harrison, Nelson and Butler",Tech,Data Analyst,"GCP, Pandas, FastAPI, C++, Excel",Mid,Internship,"North Darren, PG",66502-125569,25-06-2025,Mid,"FastAPI, MLflow"
546,"Boyd, Manning and Smith",E-commerce,ML Engineer,"Excel, Pandas, CUDA",Mid,Full-time,"Walshmouth, EG",129492-154474,28-10-2024,Startup,PyTorch
547,Morgan Group,E-commerce,Data Scientist,"Reinforcement Learning, Hugging Face, Pandas, Excel",Mid,Contract,"East Robertbury, PS",46778-126259,02-05-2025,Startup,"FastAPI, PyTorch"
548,"Sutton, Rivera and Mcintyre",Education,Data Scientist,"Reinforcement Learning, LangChain, C++",Entry,Internship,"Port Briannaview, MM",139140-205348,07-09-2025,Startup,"LangChain, FastAPI"
549,Lee Inc,Education,AI Product Manager,"FastAPI, Excel, AWS, LangChain, Python",Entry,Contract,"Bradshawport, TW",81090-99269,25-10-2024,Startup,"KDB+, MLflow"
550,Clark-Stevens,Tech,NLP Engineer,"Power BI, C++, R",Senior,Contract,"Port Isabellaport, BB",134343-205844,17-01-2024,Startup,BigQuery
551,Young LLC,Education,Computer Vision Engineer,"C++, Hugging Face, Flask, Python, NumPy, Scikit-learn",Senior,Full-time,"South Evan, ZM",72912-155169,12-02-2024,Large,"Scikit-learn, FastAPI, LangChain"
552,Shaffer Inc,Education,Data Scientist,"FastAPI, Azure, TensorFlow",Mid,Internship,"West Adammouth, MZ",123639-216071,08-06-2024,Mid,TensorFlow
553,"Powers, Lee and Graves",Healthcare,NLP Engineer,"MLflow, Reinforcement Learning, Python",Mid,Internship,"North Cindy, CZ",71107-88278,18-08-2025,Mid,"PyTorch, TensorFlow"
554,Williams-White,Tech,ML Engineer,"CUDA, R, Reinforcement Learning",Entry,Full-time,"Amyside, CH",139426-167189,09-02-2025,Startup,"MLflow, PyTorch, KDB+"
555,Smith-Green,Finance,Data Analyst,"Python, AWS, FastAPI",Entry,Full-time,"East Mariahberg, NL",41327-101270,18-08-2024,Mid,FastAPI
